ADAMTS14	2.097327383	9.31E-61
COPZ2	2.095274187	2.13E-83
TGM2	2.093939928	3.35E-41
HSPB7	2.086903736	1.28E-44
COL6A1	2.06977747	1.08E-73
BGN	2.060496906	1.13E-85
GLT8D2	2.051732317	4.20E-67
MOXD1	2.042705545	4.34E-33
F13A1	2.035237743	1.81E-51
ADAMTSL1	2.024420627	2.60E-37
ADAMTS4	2.020483304	4.66E-66
GFPT2	2.012050022	1.90E-59
GEM	2.009468938	1.35E-65
C1QTNF6	2.008992017	9.40E-109
CD248	2.005753717	3.75E-69
PDGFRB	2.004365673	2.82E-97
CNN1	2.00001014	6.19E-37
EDNRA	1.998288911	7.61E-67
MEIS3	1.977600495	4.02E-37
HTRA3	1.975005109	2.78E-47
SORCS2	1.974724157	2.36E-27
PLIN4	1.966201874	2.11E-36
HIC1	1.962201701	2.34E-85
PCOLCE	1.953028899	1.32E-62
ALDH1A3	1.936073761	7.22E-52
MRVI1	1.915679555	4.57E-70
DACT1	1.913720122	3.40E-57
SPHK1	1.900427272	1.05E-60
DACT3	1.899528479	6.41E-63
ANGPTL2	1.889910861	2.89E-91
ANTXR1	1.887341509	4.52E-78
MMP14	1.883480657	1.14E-85
LOXL2	1.881055457	7.85E-103
TGFBI	1.879722288	2.63E-70
ETV1	1.876813384	2.44E-52
PDPN	1.875780677	1.12E-44
CREB3L1	1.867320159	5.56E-51
ECM2	1.863831101	7.40E-65
RGS16	1.856048313	2.05E-56
NUAK1	1.854668703	2.01E-66
TAGLN	1.821032139	1.07E-40
TMEM200A	1.814690808	2.26E-50
CILP	1.809864106	1.81E-22
XYLT1	1.809525168	1.32E-36
CACNA1C	1.80434391	1.56E-50
NT5E	1.786654234	7.53E-33
FILIP1L	1.783055544	3.13E-66
ITGA5	1.780180954	1.90E-96
CTGF	1.776899517	1.08E-41
CYR61	1.766865462	3.39E-45
LMOD1	1.761723301	1.72E-49
APLNR	1.751943699	2.22E-52
SULF1	1.750070615	1.51E-24
PLXDC1	1.745855436	1.48E-83
JPH2	1.740849059	7.13E-29
COL12A1	1.740683748	6.06E-37
FRMD6	1.729824264	1.62E-88
OLFML1	1.724260999	2.43E-52
SPON2	1.722426229	3.76E-57
HEPH	1.716059635	1.49E-48
TNC	1.704538037	1.02E-24
ANTXR2	1.702455936	1.12E-74
NBL1	1.700849256	1.39E-78
MYH11	1.700601851	1.12E-30
FOSB	1.688187469	1.62E-13
MSRB3	1.674125095	1.76E-56
LZTS1	1.672308738	3.56E-54
SRPX2	1.668496816	9.16E-49
DES	1.665006464	2.68E-14
SRPX	1.661609227	3.52E-41
CILP2	1.653921894	2.93E-35
EGR2	1.65049859	4.33E-30
TNFAIP6	1.649777699	1.92E-27
PMEPA1	1.648435203	4.13E-38
MATN3	1.641550643	2.30E-29
RASGRF2	1.641406412	1.09E-43
LOXL1	1.630639953	5.70E-60
CFD	1.625709931	5.18E-34
C7orf10	1.615587863	2.78E-33
AG2	1.609943094	9.69E-33
COMP	1.603488613	1.45E-09
HBB	1.603482657	1.94E-14
PODNL1	1.601395256	9.75E-25
KLF2	1.596682436	5.04E-46
ZCCHC24	1.596096163	1.40E-62
TGFB1I1	1.5954112	3.14E-72
FIBIN	1.575160229	7.84E-29
RAB31	1.560028908	6.08E-77
DCHS1	1.555940242	3.03E-40
NKD2	1.553647104	3.98E-18
C1QTNF1	1.551047148	5.33E-38
CNRIP1	1.550902285	1.68E-68
CDH13	1.547194655	1.94E-21
THBD	1.546822005	2.54E-40
NEXN	1.546282673	1.65E-42
LHFP	1.543416096	2.08E-66
FZD1	1.542015477	4.24E-67
MN1	1.538175238	4.89E-22
ELFN1	1.531878882	2.34E-41
GUCY1A3	1.529115014	8.74E-31
HEG1	1.527974226	3.36E-46
GPR124	1.527919418	7.69E-60
RCN3	1.520548995	5.30E-41
ADAMTS10	1.518847388	4.63E-34
VSTM2L	1.51880927	2.05E-10
ELN	1.516579253	1.05E-21
FSTL3	1.488720714	2.55E-45
ZEB1	1.485400277	7.81E-57
CLEC3B	1.483667765	5.35E-26
MXRA5	1.473077085	2.68E-32
FAM101A	1.472769319	1.54E-14
ENPP1	1.472074506	7.50E-28
EFEMP1	1.470135477	6.85E-19
TGFB3	1.468850074	1.20E-28
CLEC2B	1.466654498	1.61E-34
ZEB2	1.448763636	1.22E-51
TWIST1	1.439582434	3.28E-18
SMOC2	1.435712405	7.76E-30
FAM198B	1.434028899	3.43E-45
PMP22	1.421681645	1.86E-39
ADAM19	1.418581547	1.34E-41
CYP1B1	1.416220861	2.03E-19
BMP4	1.410688241	1.77E-18
PRG4	1.410532208	1.88E-25
PTRF	1.407706367	4.36E-49
SLC12A8	1.403594087	4.83E-71
MRC2	1.403323335	5.98E-45
SLC2A3	1.401742658	6.13E-26
TSHZ3	1.397973386	9.42E-29
LAMA4	1.387802626	1.20E-43
PHLDB2	1.377775395	1.02E-25
AQP1	1.377636905	1.76E-64
NID1	1.376870266	6.80E-43
LIF	1.373657542	3.75E-22
PLVAP	1.368069717	2.03E-23
LRP1	1.367254636	2.56E-43
LAMB1	1.364744287	2.02E-35
TMEM119	1.361341511	1.68E-16
CALD1	1.35940827	4.28E-60
PALLD	1.355395624	7.92E-54
C5AR1	1.355228951	5.73E-33
GGT5	1.354852968	2.80E-31
PDGFD	1.354339776	5.16E-29
IFFO1	1.353503155	8.43E-46
HBA1	1.352000233	2.12E-11
C5orf62	1.350156763	5.58E-52
NID2	1.34612897	1.22E-23
HMCN1	1.342951159	1.71E-26
MRGPRF	1.340656004	1.90E-31
HOPX	1.333632451	2.36E-25
MFRP	1.333628459	4.23E-43
NAV3	1.332649311	3.41E-26
FSTL1	1.331072809	5.88E-34
FBLN2	1.326316435	1.35E-13
ADAMTSL3	1.318687129	2.36E-17
IGFBP4	1.314260297	1.18E-39
OLFML3	1.311945915	3.15E-31
ADRA1B	1.310152426	4.36E-12
EVI2A	1.30865245	4.79E-24
LRRN4CL	1.306753668	1.65E-21
IGF1	1.304803059	2.76E-17
TIMP2	1.301888169	1.06E-54
MFAP5	1.298954376	2.20E-09
SYTL2	1.298328459	8.54E-34
LRRN4	1.295404393	1.04E-11
SULF2	1.292571081	6.72E-22
SCARF2	1.29245927	2.99E-29
RCAN2	1.290464629	1.80E-38
HBA2	1.287223983	9.94E-11
F2R	1.285819554	1.62E-31
MICAL2	1.281821798	2.20E-31
SDC1	1.279548458	4.17E-19
CST7	1.27892452	3.47E-16
ISLR	1.269831947	5.65E-16
NNMT	1.269759186	1.01E-10
RGS2	1.26918693	4.06E-20
CD209	1.262205261	1.63E-15
EGR3	1.260933876	1.02E-12
RUNX1	1.258408257	3.95E-29
RUNX2	1.253311713	2.12E-20
ADRA2A	1.245240849	7.94E-12
PTGER3	1.244290208	9.20E-09
LYNX1	1.240904993	6.01E-09
DCLK1	1.237138438	3.74E-13
FLNC	1.235547883	1.05E-11
WNT7A	1.231002853	6.15E-09
MXRA8	1.230011248	5.14E-14
PLK2	1.229626597	4.17E-23
LYVE1	1.228254294	2.13E-13
EHD2	1.221967423	1.71E-29
ATP10A	1.221411009	7.71E-17
TMEM176B	1.220027934	1.61E-15
DLC1	1.219182559	4.73E-26
SNAI1	1.217582378	1.07E-23
GHR	1.213004687	6.06E-15
GNG2	1.212283412	5.25E-33
CHRD	1.207827248	8.89E-16
RASSF8	1.206545334	6.97E-12
DDR2	1.201906218	1.03E-16
TNFSF4	1.201858399	2.16E-17
MAN1A1	1.201170157	7.69E-17
COL4A1	1.200557235	1.45E-43
CERCAM	1.198732946	2.75E-33
SEMA7A	1.198540077	2.64E-34
DPYSL3	1.195349152	1.40E-22
DAB2	1.193906817	8.36E-41
CNN2	1.190619259	2.13E-29
SPOCK1	1.189897968	2.13E-08
CD163	1.189752296	2.93E-16
HTRA1	1.18921164	1.51E-28
MIAT	1.188281575	3.28E-20
ARHGAP31	1.185279596	1.30E-34
SH3PXD2B	1.182802088	9.14E-46
MGP	1.182561765	2.11E-15
OLR1	1.179748931	3.77E-15
FPR1	1.176309019	2.64E-14
TFPI2	1.172587698	3.11E-08
CLDN11	1.172337765	9.89E-17
PAPSS2	1.169026338	1.63E-28
LTBP2	1.168697229	2.25E-28
DUSP1	1.166941148	6.15E-15
ADAMTS7	1.163680537	2.98E-16
COL8A2	1.163098179	2.03E-16
CSF2RB	1.15979052	2.60E-15
FOLR2	1.156184532	1.28E-21
ITGB6	1.154686054	3.60E-11
KCNMB1	1.150932729	3.77E-21
GPR183	1.150429349	1.83E-16
MME	1.149988899	0.000000047
KRT6A	1.148560895	0.00000242
SLIT2	1.148537183	5.89E-15
SEMA3C	1.14761624	1.16E-26
CD93	1.143140957	4.44E-42
GLI3	1.141211571	3.17E-18
GAS1	1.13880112	1.18E-17
SH3PXD2A	1.138290502	5.95E-31
BASP1	1.137763322	3.11E-14
PDGFRA	1.136868387	2.75E-42
TMEM176A	1.132364238	4.17E-12
GADD45B	1.130467393	3.85E-27
DKK2	1.12927951	2.16E-12
IL16	1.126264339	5.46E-25
ID3	1.115759797	5.95E-24
CHST11	1.114108214	1.64E-23
LDB2	1.11363728	7.20E-38
TRIL	1.110542155	2.23E-15
SH3RF3	1.103501148	5.26E-17
MDFI	1.103479492	2.28E-09
LRRC17	1.103014492	4.09E-10
KAL1	1.098593433	2.27E-12
APOD	1.098342228	1.55E-15
SFRP1	1.097598346	0.000000354
TSPAN18	1.097569371	4.98E-17
MARVELD1	1.095263689	3.06E-33
MAFB	1.094083457	5.61E-31
HLX	1.089903051	5.50E-39
ADAMTS5	1.085195928	1.15E-10
SEMA6B	1.081030411	3.14E-35
FAM101B	1.079635196	2.33E-23
GAS7	1.079193723	3.08E-23
FLRT2	1.076852204	6.81E-13
CMAH	1.074436436	1.85E-15
IGFBP6	1.069961785	3.29E-12
GPNMB	1.068788455	1.08E-13
ACSL1	1.067949688	1.32E-29
STARD8	1.06774422	3.85E-35
GPR4	1.067175014	8.37E-44
FEZ1	1.066511452	4.73E-30
PLXNC1	1.06408452	2.59E-19
CLSTN2	1.063929338	3.06E-10
FKBP14	1.063642364	7.15E-38
KANK4	1.060371935	9.49E-08
CSDC2	1.058218242	3.30E-10
SIGLEC10	1.058073249	5.29E-11
LGALS1	1.057862209	1.73E-19
PRDM1	1.057456729	6.83E-23
PTGS2	1.056221181	1.10E-10
ELL2	1.054747552	8.66E-22
STEAP4	1.053938246	3.79E-08
NEDD4	1.053197179	6.48E-23
AMICA1	1.047577984	3.86E-12
LOC728264	1.046260869	1.70E-14
TMEM204	1.044351579	6.81E-42
11-Sep	1.044171226	7.61E-55
ERRFI1	1.044094322	1.65E-21
MUC5B	1.043707182	0.000082
GALNT10	1.042850322	1.60E-33
KIFC3	1.039756925	7.24E-26
COL15A1	1.03730437	7.73E-22
OSM	1.034468582	1.69E-11
MMP9	1.031605037	0.000000265
JAM3	1.025598375	2.31E-20
ACVRL1	1.021141959	2.09E-32
SYNE1	1.018435448	1.06E-23
LIX1	1.01567977	0.000180313
SCUBE2	1.015196296	3.37E-10
PLAUR	1.008917902	7.20E-24
NR4A1	1.008350686	1.57E-08
FAM189A1	1.006583051	0.000000154
ST6GAL2	1.005090446	0.00000223
PXDN	1.002440988	5.42E-15
VSIG4	1.002045096	6.03E-12
HSPA6	1.000396297	1.23E-13
SLCO2B1	0.997511179	8.00E-13
BMP1	0.997408961	5.69E-32
C1S	0.996372376	1.79E-14
C17orf91	0.995629032	4.63E-22
EPB41L3	0.995403441	1.58E-15
ITGA1	0.99480242	4.02E-30
PGF	0.994790605	8.42E-15
GJA1	0.994611973	1.67E-11
MS4A4A	0.993548048	3.82E-14
TGFBR2	0.991504156	5.45E-34
UNC5B	0.991224232	1.31E-17
SGCD	0.989707211	1.58E-10
LY96	0.986886441	1.68E-15
ELTD1	0.986626729	1.13E-38
NRP2	0.983976083	7.73E-13
EMID2	0.983370838	0.0000142
CYGB	0.979237317	2.61E-20
PLS3	0.978631747	3.84E-17
PDZRN3	0.97746905	1.02E-14
LPL	0.976092578	1.27E-08
COL4A2	0.974417438	3.48E-27
TFPI	0.973255997	1.83E-14
FCGR2A	0.972915026	1.10E-15
EXOC3L2	0.969883435	3.29E-27
AFAP1	0.969081945	6.12E-30
TMEM2	0.967818017	1.47E-20
RECK	0.967559211	1.68E-36
WDFY4	0.966637477	5.34E-12
GPRC5A	0.966283837	1.76E-08
LIPE	0.963962596	3.22E-16
VDR	0.961157096	1.35E-16
ROR2	0.958363128	3.04E-11
PEAR1	0.953185996	3.84E-17
FPR3	0.950769079	6.79E-10
LEPREL2	0.950696831	3.70E-11
MFAP4	0.949073676	0.00000751
CD84	0.947689012	2.80E-09
EMCN	0.946924164	1.88E-19
CLDN5	0.945809843	2.68E-15
ROBO4	0.943839369	4.29E-31
FAT1	0.941814112	4.08E-15
SLC9A9	0.941571668	8.48E-17
SEMA5A	0.940046319	5.51E-10
KDELR3	0.937616387	3.91E-17
DOCK11	0.937033918	1.26E-12
WIPF1	0.93497789	1.13E-25
DUSP5	0.93438149	5.42E-11
IGDCC4	0.931316913	6.28E-11
MAF	0.928075903	1.53E-16
THY1	0.926114863	6.47E-11
ETS1	0.923677773	1.11E-28
LEPRE1	0.922300571	5.40E-28
HSPG2	0.920252669	2.99E-19
ABCC3	0.917892768	3.18E-09
PCDH12	0.917662546	5.84E-30
NLRP3	0.917647099	9.14E-14
LGI2	0.917177317	5.60E-09
FBXL7	0.914709457	3.53E-12
BCL6B	0.913511416	1.36E-21
SPARCL1	0.913464958	3.87E-21
FLI1	0.912881802	3.90E-23
WNT4	0.912839156	0.000000131
HBEGF	0.911015193	4.26E-18
4-Sep	0.91088074	1.62E-27
LOC100270710	0.910603577	3.96E-23
NAV1	0.909206899	1.58E-18
ECSCR	0.906631652	8.29E-27
ITGB3	0.904314177	0.00000085
S100A2	0.904307201	0.00000462
BDKRB2	0.901196514	1.98E-11
AXL	0.900628042	8.92E-20
TMEM26	0.900488728	2.57E-12
TBXA2R	0.899110489	2.30E-19
TGFB1	0.898216918	2.47E-19
ABLIM3	0.895818988	7.09E-15
CHST15	0.893410269	4.25E-14
EMP1	0.891718306	2.27E-14
LILRB3	0.891623888	9.77E-13
ARHGEF15	0.890615921	3.41E-23
EMR2	0.890574071	1.45E-11
GAL3ST4	0.889069658	5.61E-16
LPAR1	0.888954478	2.95E-11
GPR116	0.888521704	2.51E-30
PRICKLE1	0.88802114	7.55E-09
CMTM3	0.886648618	3.11E-32
HSPB8	0.886480404	7.35E-08
PDLIM7	0.886328115	1.93E-23
TLR4	0.886012746	4.76E-12
CLDN16	0.884368495	0.000353797
KRT80	0.88411918	6.07E-09
ARSB	0.883346507	1.44E-32
WNT7B	0.880484305	0.00000192
FAT4	0.880173961	7.52E-13
RASD2	0.878271285	7.12E-09
PDGFRL	0.87679313	7.15E-12
CSF1R	0.870311234	1.26E-09
TMEM130	0.869032064	0.00000176
BHLHE40	0.867749646	2.26E-15
FAM20A	0.864714937	0.000000212
LAIR1	0.864563922	4.73E-11
ARHGAP28	0.864448346	9.45E-11
CXorf36	0.86322505	6.45E-31
MAPK11	0.860651445	2.34E-16
RARRES2	0.859823536	1.70E-09
TANC2	0.857769509	6.20E-18
TSPAN7	0.857630154	0.0000164
ITGB2	0.857011925	7.01E-10
GPC6	0.856926303	0.00000203
LXN	0.856044371	4.99E-18
FBLN1	0.855814278	4.81E-09
RAMP3	0.853489583	4.46E-18
PDLIM2	0.852924073	1.63E-19
MMP19	0.851571853	1.82E-30
MYCT1	0.85127142	3.20E-27
FOSL1	0.851100676	2.24E-08
EBF1	0.850769677	6.70E-10
PLXND1	0.850385771	1.00E-17
DDIT4L	0.84560524	0.0000141
ZNF697	0.841610774	4.38E-17
PRKD1	0.839826835	3.55E-13
ITGAM	0.839290132	4.22E-09
SYNM	0.838699753	4.88E-09
C3AR1	0.838180459	1.03E-09
H19	0.836721546	0.002975386
DOCK2	0.836369626	1.11E-09
CDH5	0.834971676	6.21E-27
GLIS2	0.834147888	1.38E-16
EGR1	0.833498868	0.000000607
TICAM2	0.832273994	1.05E-23
PRKCDBP	0.829846966	4.47E-13
G0S2	0.828352899	2.34E-09
PKD2	0.828176119	8.42E-32
8-Sep	0.827962119	1.17E-27
SMPDL3A	0.827432562	4.32E-14
RGS1	0.826522766	2.54E-08
KDR	0.826260567	3.23E-24
GAB3	0.826051	1.66E-12
LATS2	0.82533917	8.47E-24
MYLK	0.821995093	1.37E-15
MYADM	0.821085388	4.90E-19
IGF2	0.820705159	0.007486128
UPK1B	0.817797036	0.0000987
FBLIM1	0.817791372	6.17E-16
MS4A7	0.816147938	3.93E-11
PPFIBP1	0.815114114	1.18E-17
RHOBTB3	0.814443448	5.64E-09
S1PR1	0.813158918	4.34E-18
FHOD3	0.812924197	8.38E-11
CSPG4	0.811535787	6.30E-11
LIMA1	0.810729086	2.87E-25
SPOCK2	0.810497403	0.00000614
PCDH18	0.810085423	7.22E-12
RAI14	0.809893757	5.78E-15
SPRY4	0.809372168	6.79E-10
FCGR3A	0.808778053	1.82E-08
OLFML2A	0.808708718	0.000000651
FOS	0.808679857	0.00000252
PAMR1	0.808330385	6.67E-09
KIAA1949	0.80764334	4.49E-22
ST3GAL1	0.807171917	1.55E-10
LTF	0.806635227	0.0108125
PECAM1	0.805600295	4.38E-21
INS-IGF2	0.804728387	0.008651114
EPHA2	0.804014624	3.00E-15
CD33	0.803389561	1.12E-09
KLK6	0.802878172	0.00000319
PCSK5	0.801545245	6.20E-09
FAM70B	0.800639723	6.89E-18
PTPRC	0.8004568	2.64E-08
C13orf15	0.800237849	9.77E-11
PLEC	0.799604674	1.74E-12
FKBP7	0.798950877	7.52E-17
AMOTL1	0.79833268	8.91E-11
EGFL7	0.797575273	4.85E-09
PROCR	0.79724053	4.67E-13
FAM20C	0.797057503	2.01E-10
AMIGO2	0.796080665	3.58E-08
BAHCC1	0.79518036	0.00000501
ARSJ	0.793906224	0.00000061
AKT3	0.793668426	0.000000633
COX7A1	0.793482154	1.21E-09
SYDE1	0.792794944	3.60E-12
CDKN1A	0.792637747	1.19E-11
MAP1A	0.79087927	4.40E-11
SLC16A3	0.788540691	8.86E-13
SNED1	0.787407195	0.000000002
CHN1	0.786036104	5.09E-11
CFH	0.785814738	0.000000318
SCD	0.785151615	4.34E-09
KCNJ8	0.784609968	1.22E-08
RTN4RL2	0.783923634	0.00000151
SHC2	0.782579425	0.00000229
TCF4	0.781272439	6.39E-20
LILRB2	0.780793639	2.93E-08
KIAA0513	0.780224043	3.44E-13
IFFO2	0.779664438	1.36E-11
C1R	0.779211217	1.77E-12
PRKCB	0.777129852	0.00000612
PDGFB	0.77700085	1.02E-17
ELK3	0.776121543	1.15E-17
TREM1	0.776067089	0.000000439
LILRA6	0.77531711	4.73E-11
CPZ	0.775012936	0.000000164
PALM2-AKAP2	0.773786587	2.14E-18
AKAP2	0.773164934	2.28E-18
LRRC4B	0.772292639	0.0000462
NFAM1	0.771661662	3.16E-09
TLR7	0.770900801	0.000000358
PCDH7	0.770489918	2.14E-08
KRT17	0.769773522	0.0000536
SIPA1L2	0.76923789	1.10E-12
GRK5	0.768892164	6.38E-17
SPP1	0.768750581	0.00000016
MEG3	0.768289053	0.000082
HSPA12B	0.767934399	9.85E-10
DOCK4	0.767142225	1.44E-13
MMP7	0.766886203	0.00086963
NTRK2	0.766317167	0.0000662
EVI2B	0.766263403	6.79E-08
C4orf32	0.766245278	7.85E-13
RASSF2	0.765370233	1.05E-14
FGR	0.76402541	2.41E-09
HIVEP3	0.762449815	3.50E-13
GLIPR1	0.761996621	7.00E-38
CD14	0.761978965	7.16E-09
AHNAK2	0.761556546	0.000000434
MDFIC	0.761411173	2.55E-09
SNCAIP	0.760937688	0.00000322
RRAD	0.759627218	0.000393051
MS4A6A	0.759506631	5.84E-08
GJC1	0.756680599	0.000000107
RCAN1	0.756012581	1.57E-11
OSCAR	0.755933642	3.61E-09
FBXL22	0.754985391	9.45E-15
PIK3R5	0.754493576	3.65E-10
SLAMF8	0.753127747	8.45E-08
GNG11	0.753120558	4.25E-12
EMP3	0.751291089	2.87E-12
TMEM154	0.750857966	5.66E-09
AOAH	0.750608181	0.00000114
SLIT3	0.747848813	0.0000102
IKZF1	0.747510771	0.000000057
TTYH3	0.747301489	2.02E-15
CCL3	0.747301022	0.000000165
TMEM45A	0.746557404	9.79E-09
VIM	0.745658889	2.93E-12
ITGAX	0.745585166	1.85E-09
ERG	0.745220166	1.26E-12
ARHGEF6	0.744791338	2.16E-13
SLC2A5	0.744424129	0.000000211
ITGA4	0.743449242	5.66E-11
COL14A1	0.742856854	0.00000524
SORBS1	0.741876403	4.70E-12
GPR34	0.741755259	0.000000082
SH2B3	0.741495951	5.08E-17
HECW2	0.740794014	2.55E-12
SCEL	0.740497334	0.000346764
KCNAB1	0.740437726	6.13E-13
EVC	0.740357705	2.26E-17
FCGR2B	0.739471594	0.0000029
IL4R	0.73946865	1.50E-10
SOCS3	0.739359087	1.75E-09
CHPF	0.738045585	2.36E-16
KDELC1	0.73784678	2.38E-13
FAM38A	0.737638956	1.12E-09
FHL3	0.737350119	2.17E-19
ENPEP	0.737313719	3.74E-14
HHIPL1	0.737015745	3.69E-08
MFAP2	0.736965706	0.0000261
MYO1F	0.735941457	1.62E-09
IGFBP3	0.73444343	4.87E-10
PHLDA1	0.733879567	0.000000594
FYB	0.732705812	0.000000247
GJA5	0.732532125	0.0000974
SIK1	0.732296354	4.18E-11
SYT7	0.732085779	0.0000181
PRICKLE2	0.732037251	2.48E-12
LAPTM5	0.73178339	6.69E-08
MARCKS	0.731199921	2.62E-18
NRP1	0.730681514	6.67E-13
GNA15	0.730372937	1.82E-09
FBLN5	0.730265523	1.34E-08
SALL4	0.730236305	0.000108102
DYSF	0.730020338	1.98E-16
HCK	0.729623916	6.81E-08
PLXNB3	0.72962082	0.000123754
ARHGAP24	0.729496529	8.07E-10
C13orf31	0.729439004	2.18E-15
TPM1	0.72897681	4.46E-16
ANGPTL4	0.728952281	0.0000135
LDLRAD2	0.727993551	1.36E-14
FAM69A	0.727736478	6.02E-11
C13orf18	0.727444505	9.56E-10
SH3D19	0.727158544	1.26E-21
PTGES	0.726167676	0.0000148
OSBPL5	0.725147723	9.57E-19
MPEG1	0.724165875	0.00000018
C15orf52	0.723096545	6.99E-08
KLF10	0.722085928	3.96E-17
EPHB2	0.721406782	1.01E-10
ANXA2P1	0.71953342	1.67E-16
C3orf64	0.718346981	1.98E-21
FGF18	0.718041036	0.0000158
IL10RA	0.717648161	0.000000192
CPXM2	0.716407808	0.001497013
CCBP2	0.715787595	0.000587864
ZFP36	0.715312503	0.00000123
PDE4B	0.714376033	0.00000139
CSF2RA	0.713298762	0.000000482
ADAMTS9	0.712689717	0.0000031
SUSD5	0.712264257	1.37E-08
NCKAP1L	0.711839388	0.000000506
GIPC3	0.711674012	7.29E-15
SFXN3	0.70993716	3.69E-19
CD37	0.70943816	4.48E-09
FLT1	0.709311439	1.11E-17
SERPINH1	0.7084048	6.59E-17
S100A4	0.707673812	0.0000735
PCDHGC3	0.706933372	1.82E-12
CYTH4	0.706374391	4.07E-08
KLF6	0.706359363	3.29E-12
THSD1	0.706249639	2.08E-09
ESAM	0.70610581	1.27E-27
APOB48R	0.704830493	5.65E-08
CACNG4	0.704050337	0.000188514
SPSB1	0.703518436	1.20E-14
CIDEC	0.7031523	1.55E-14
PTPRE	0.702651245	4.03E-18
ITGA2	0.701896284	4.71E-08
ITIH5	0.701230019	0.00012449
CELF2	0.699074142	3.28E-08
RASL12	0.697992598	5.20E-09
ZMAT3	0.697662659	2.16E-14
CMKLR1	0.697373783	0.000000693
RUSC2	0.696991184	9.88E-18
MSR1	0.696950277	4.07E-08
CCDC102B	0.694797386	3.93E-14
GPRIN3	0.694083593	7.58E-08
PTGER2	0.693001531	0.000179105
CLEC5A	0.692469227	0.00000394
CLIC3	0.691852646	0.000025
APCDD1	0.690469873	0.00000195
FCN1	0.690351042	0.000177499
KRAS	0.689189212	0.000000869
LPPR2	0.68896795	6.66E-13
RASA3	0.688564725	4.41E-10
DCBLD1	0.688324342	3.05E-19
FLNA	0.687804693	1.16E-12
GIMAP8	0.687674602	6.95E-10
FCGR1A	0.686051917	0.000000399
CACNA1H	0.685814716	0.000130089
SIGLEC9	0.685686735	0.000000236
DENND2A	0.685678608	0.00000187
FOSL2	0.685322459	2.57E-17
KIAA0427	0.684448171	8.47E-15
SETD7	0.683931089	3.83E-12
EIF5A2	0.683913478	6.04E-09
CLEC7A	0.682317983	0.00000198
SEC24D	0.681915926	9.20E-21
SLA	0.681621515	0.000000442
SIGLEC1	0.681000361	0.00000618
SLC38A5	0.680880607	0.000640791
HMOX1	0.680512979	6.96E-09
RNF152	0.680216553	0.00000174
NOX4	0.679252507	0.001469741
GXYLT2	0.679062964	5.92E-08
FNDC4	0.67900119	1.56E-09
GPER	0.67884497	0.00000427
DNM1	0.678415645	9.44E-09
SH2D3C	0.678186839	1.80E-20
